date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:22:23	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.101.delayed	(from http://demo3.skyvietnam.vn/M001/ga-trai-giuong-va-cach-chon-mua-chuan)
09:22:23	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.102.delayed	(from http://demo3.skyvietnam.vn/M001/tranh-theu-tay-sang-chanh-phong-khach)
09:22:23	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.103.delayed	(from http://demo3.skyvietnam.vn/M001/tranh-theu-tay-sang-chanh-phong-khach)
09:22:23	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.104.delayed	(from http://demo3.skyvietnam.vn/M001/hang-tranh-theu-chu-thap-tot-nhat-hien-nay)
09:22:23	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.105.delayed	(from http://demo3.skyvietnam.vn/M001/hang-tranh-theu-chu-thap-tot-nhat-hien-nay)
09:22:23	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.106.delayed	(from http://demo3.skyvietnam.vn/M001/tranh-gan-da-chay-hang-dip-cuoi-nam)
09:22:23	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.107.delayed	(from http://demo3.skyvietnam.vn/M001/tranh-gan-da-chay-hang-dip-cuoi-nam)
09:22:23	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.108.delayed	(from http://demo3.skyvietnam.vn/M001/do-gia-dung?&per_page=12)
09:22:27	95311/95311	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Oct%202019%2002:21:16%20GMT	http://demo3.skyvietnam.vn/M001/do-gia-dung?	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/do-gia-dungd41d.html	(from http://demo3.skyvietnam.vn/M001/do-gia-dung?&per_page=12)
09:22:27	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.10a.delayed	(from http://demo3.skyvietnam.vn/M001/do-gia-dung?&per_page=12)
09:22:28	289/289	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Sep%202015%2008:23:08%20GMT	http://demo3.skyvietnam.vn/M001/skin/404/img/background.png	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/skin/404/img/background.png	(from http://demo3.skyvietnam.vn/M001/skin/404/css/style.css)
09:22:29	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20Dec%202016%2008:50:34%20GMT	http://demo3.skyvietnam.vn/M001/skin/frontend/font-awesome/fonts/fontawesome-webfont.eot?	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/skin/frontend/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://demo3.skyvietnam.vn/M001/skin/frontend/font-awesome/css/font-awesome.min.css)
09:22:29	165548/165548	---M--	200	added ('OK')	font/ttf	date:Thu,%2022%20Dec%202016%2008:50:34%20GMT	http://demo3.skyvietnam.vn/M001/skin/frontend/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/skin/frontend/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://demo3.skyvietnam.vn/M001/skin/frontend/font-awesome/css/font-awesome.min.css)
09:22:33	566450/566450	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Jan%202017%2006:53:06%20GMT	http://genknews.genkcdn.vn/2017/9-copy-1483253576807.png	E:/web-githubs/web-ban-dong-gia-dung/genknews.genkcdn.vn/2017/9-copy-1483253576807.png	(from http://demo3.skyvietnam.vn/M001/den-suoi-nha-tam-hang-chau-au-gia-re-hon-hang-chau-a-nguyen-nhan-do-dau)
09:22:33	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.10c.delayed	(from http://demo3.skyvietnam.vn/M001/tranh-theu-voi-van-hoa-trong-dong)
09:22:33	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.10d.delayed	(from http://demo3.skyvietnam.vn/M001/tranh-theu-voi-van-hoa-trong-dong)
09:22:33	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.10e.delayed	(from http://demo3.skyvietnam.vn/M001/tranh-gan-da-phu-the-vien-man-bi-quyet-giu-lua-hanh-phuc-gia-dinh)
09:22:33	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.10f.delayed	(from http://demo3.skyvietnam.vn/M001/tranh-gan-da-phu-the-vien-man-bi-quyet-giu-lua-hanh-phuc-gia-dinh)
09:22:33	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.110.delayed	(from http://demo3.skyvietnam.vn/M001/do-gia-dung?)
09:22:33	0/-1	---M--	307	error ('')			http://demo3.skyvietnam.vn/M001/thanh-toan	E:/web-githubs/web-ban-dong-gia-dung/demo3.skyvietnam.vn/M001/thanh-toan.111.delayed	(from http://demo3.skyvietnam.vn/M001/do-gia-dung?)
